,Commune_Code_INSEE,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,total_tax_per_city,total_tax_per_city_lag1,mean,median,min,max,mean_distance_to_10_nearest,to_be_predicted,predicted,Prophet
557,60159,104.0,2808925.0,12020.0,ificom-2021.xlsx,2021,1250080.0,1502500.0,1502500.0,1502500.0,1502500.0,1502500.0,61.125443136579314,False,False,
558,60159,114.0,2728272.0,13032.0,ificom-2022.xlsx,2022,1485648.0,1250080.0,1376290.0,1376290.0,1250080.0,1502500.0,61.125443136579314,False,False,
559,60159,,,,,2023,1508389.375,1485648.0,1412742.6666666667,1485648.0,1250080.0,1502500.0,,False,True,
560,60159,,,,,2024,1500815.75,1508389.375,1436654.34375,1494074.0,1250080.0,1508389.375,,False,True,
561,60159,,,,,2025,1508389.375,1500815.75,1449486.625,1500815.75,1250080.0,1508389.375,,False,True,
562,60159,,,,,2026,1500815.75,1508389.375,1459303.75,1501657.875,1250080.0,1508389.375,,False,True,
1524,60159,,,,,2027,1510574.0,1500815.75,1465234.0357142857,1500815.75,1250080.0,1508389.375,,False,True,
563,62041,51.0,1884753.0,6321.0,ificom-2021.xlsx,2021,322371.0,,,,,,57.174695461785085,False,False,
564,62041,52.0,1940972.0,6975.0,ificom-2022.xlsx,2022,362700.0,322371.0,322371.0,322371.0,322371.0,322371.0,57.174695461785085,False,False,
565,62041,,,,,2023,523867.3125,362700.0,342535.5,342535.5,322371.0,362700.0,,False,True,
566,62041,,,,,2024,548228.5625,523867.3125,402979.4375,362700.0,322371.0,523867.3125,,False,True,
567,62041,,,,,2025,596798.25,548228.5625,439291.71875,443283.65625,322371.0,548228.5625,,False,True,
568,62041,,,,,2026,634128.6875,596798.25,470793.025,523867.3125,322371.0,596798.25,,False,True,
1525,62041,,,,,2027,636147.375,634128.6875,498015.6354166667,536047.9375,322371.0,634128.6875,,False,True,
569,63113,114.0,1955280.0,6836.0,ificom-2020.xlsx,2020,779304.0,,,,,,134.69761300739876,False,False,
570,63113,115.0,2001395.0,7452.0,ificom-2021.xlsx,2021,856980.0,779304.0,779304.0,779304.0,779304.0,779304.0,134.69761300739876,False,False,
571,63113,127.0,2104046.0,8096.0,ificom-2022.xlsx,2022,1028192.0,856980.0,818142.0,818142.0,779304.0,856980.0,134.69761300739876,False,False,
572,63113,,,,,2023,1052041.125,1028192.0,888158.6666666666,856980.0,779304.0,1028192.0,,False,True,
573,63113,,,,,2024,1115071.25,1052041.125,929129.28125,942586.0,779304.0,1052041.125,,False,True,
574,63113,,,,,2025,1164471.375,1115071.25,966317.675,1028192.0,779304.0,1115071.25,,False,True,
575,63113,,,,,2026,1258738.125,1164471.375,999343.2916666666,1040116.5625,779304.0,1164471.375,,False,True,
1526,63113,,,,,2027,1294759.25,1258738.125,1036399.6964285715,1052041.125,779304.0,1258738.125,,False,True,
576,64024,207.0,2066437.0,7957.0,ificom-2020.xlsx,2020,1647099.0,,,,,,116.37905566827892,False,False,
577,64024,252.0,2152651.0,8967.0,ificom-2021.xlsx,2021,2259684.0,1647099.0,1647099.0,1647099.0,1647099.0,1647099.0,116.37905566827892,False,False,
578,64024,306.0,2099088.0,8281.0,ificom-2022.xlsx,2022,2533986.0,2259684.0,1953391.5,1953391.5,1647099.0,2259684.0,116.37905566827892,False,False,
579,64024,,,,,2023,2473705.25,2533986.0,2146923.0,2259684.0,1647099.0,2533986.0,,False,True,
580,64024,,,,,2024,2483517.25,2473705.25,2228618.5625,2366694.625,1647099.0,2533986.0,,False,True,
581,64024,,,,,2025,2584421.75,2483517.25,2279598.3,2473705.25,1647099.0,2533986.0,,False,True,
582,64024,,,,,2026,2638796.5,2584421.75,2330402.2083333335,2478611.25,1647099.0,2584421.75,,False,True,
1527,64024,,,,,2027,2652234.25,2638796.5,2374458.535714286,2483517.25,1647099.0,2638796.5,,False,True,
583,64102,129.0,2071107.0,7940.0,ificom-2020.xlsx,2020,1024260.0,,,,,,115.3112790560047,False,False,
584,64102,133.0,2188455.0,8537.0,ificom-2021.xlsx,2021,1135421.0,1024260.0,1024260.0,1024260.0,1024260.0,1024260.0,115.3112790560047,False,False,
585,64102,144.0,2208999.0,9090.0,ificom-2022.xlsx,2022,1308960.0,1135421.0,1079840.5,1079840.5,1024260.0,1135421.0,115.3112790560047,False,False,
586,64102,,,,,2023,1404657.0,1308960.0,1156213.6666666667,1135421.0,1024260.0,1308960.0,,False,True,
587,64102,,,,,2024,1427646.375,1404657.0,1218324.5,1222190.5,1024260.0,1404657.0,,False,True,
588,64102,,,,,2025,1436120.125,1427646.375,1260188.875,1308960.0,1024260.0,1427646.375,,False,True,
589,64102,,,,,2026,1456377.875,1436120.125,1289510.75,1356808.5,1024260.0,1436120.125,,False,True,
1528,64102,,,,,2027,1458728.625,1456377.875,1313348.9107142857,1404657.0,1024260.0,1456377.875,,False,True,
590,64122,273.0,2213642.0,8781.0,ificom-2020.xlsx,2020,2397213.0,,,,,,119.33838531835063,False,False,
591,64122,332.0,2262827.0,9104.0,ificom-2021.xlsx,2021,3022528.0,2397213.0,2397213.0,2397213.0,2397213.0,2397213.0,119.33838531835063,False,False,
592,64122,405.0,2309024.0,9546.0,ificom-2022.xlsx,2022,3866130.0,3022528.0,2709870.5,2709870.5,2397213.0,3022528.0,119.33838531835063,False,False,
593,64122,,,,,2023,3818586.75,3866130.0,3095290.3333333335,3022528.0,2397213.0,3866130.0,,False,True,
594,64122,,,,,2024,3809649.5,3818586.75,3276114.4375,3420557.375,2397213.0,3866130.0,,False,True,
595,64122,,,,,2025,3942757.0,3809649.5,3382821.45,3809649.5,2397213.0,3866130.0,,False,True,
596,64122,,,,,2026,3929751.5,3942757.0,3476144.0416666665,3814118.125,2397213.0,3942757.0,,False,True,
1529,64122,,,,,2027,4051403.75,3929751.5,3540945.1071428573,3818586.75,2397213.0,3942757.0,,False,True,
597,64445,112.0,1895825.0,6563.0,ificom-2020.xlsx,2020,735056.0,,,,,,136.56984596062085,False,False,
598,64445,109.0,2012327.0,7221.0,ificom-2021.xlsx,2021,787089.0,735056.0,735056.0,735056.0,735056.0,735056.0,136.56984596062085,False,False,
599,64445,117.0,2086255.0,7608.0,ificom-2022.xlsx,2022,890136.0,787089.0,761072.5,761072.5,735056.0,787089.0,136.56984596062085,False,False,
600,64445,,,,,2023,977656.375,890136.0,804093.6666666666,787089.0,735056.0,890136.0,,False,True,
601,64445,,,,,2024,1036748.4375,977656.375,847484.34375,838612.5,735056.0,977656.375,,False,True,
602,64445,,,,,2025,1076805.5,1036748.4375,885337.1625,890136.0,735056.0,1036748.4375,,False,True,
603,64445,,,,,2026,1161743.625,1076805.5,917248.5520833334,933896.1875,735056.0,1076805.5,,False,True,
1530,64445,,,,,2027,1244267.5,1161743.625,952176.4196428572,977656.375,735056.0,1161743.625,,False,True,
604,66136,128.0,2137267.0,8836.0,ificom-2020.xlsx,2020,1131008.0,,,,,,121.05009506837708,False,False,
605,66136,131.0,2199415.0,9303.0,ificom-2021.xlsx,2021,1218693.0,1131008.0,1131008.0,1131008.0,1131008.0,1131008.0,121.05009506837708,False,False,
606,66136,136.0,2203538.0,9390.0,ificom-2022.xlsx,2022,1277040.0,1218693.0,1174850.5,1174850.5,1131008.0,1218693.0,121.05009506837708,False,False,
607,66136,,,,,2023,1383518.375,1277040.0,1208913.6666666667,1218693.0,1131008.0,1277040.0,,False,True,
608,66136,,,,,2024,1416925.375,1383518.375,1252564.84375,1247866.5,1131008.0,1383518.375,,False,True,
609,66136,,,,,2025,1426370.125,1416925.375,1285436.95,1277040.0,1131008.0,1416925.375,,False,True,
610,66136,,,,,2026,1455101.625,1426370.125,1308925.8125,1330279.1875,1131008.0,1426370.125,,False,True,
1531,66136,,,,,2027,1489373.875,1455101.625,1329808.0714285714,1383518.375,1131008.0,1455101.625,,False,True,
611,67482,655.0,2399379.0,10165.0,ificom-2020.xlsx,2020,6658075.0,,,,,,180.959622126561,False,False,
612,67482,711.0,2376319.0,9950.0,ificom-2021.xlsx,2021,7074450.0,6658075.0,6658075.0,6658075.0,6658075.0,6658075.0,180.959622126561,False,False,
613,67482,772.0,2428332.0,10243.0,ificom-2022.xlsx,2022,7907596.0,7074450.0,6866262.5,6866262.5,6658075.0,7074450.0,180.959622126561,False,False,
614,67482,,,,,2023,8773127.867646512,7907596.0,7213373.666666667,7074450.0,6658075.0,7907596.0,,False,True,True
615,67482,,,,,2024,9410876.943619436,8773127.867646512,6748382.5,6866262.5,5353409.0,7907596.0,,False,True,True
616,67482,,,,,2025,10218354.87353639,9410876.943619436,6469387.8,6658075.0,5353409.0,7907596.0,,False,True,True
617,67482,,,,,2026,10923471.892446173,10218354.87353639,6283391.333333333,6005742.0,5353409.0,7907596.0,,False,True,True
1532,67482,,,,,2027,11595141.171644263,10923471.892446173,6150536.714285715,5353409.0,5353409.0,7907596.0,,False,True,True
618,68066,90.0,2502878.0,11356.0,ificom-2020.xlsx,2020,1022040.0,,,,,,153.1155253662767,False,False,
619,68066,91.0,2400864.0,11252.0,ificom-2021.xlsx,2021,1023932.0,1022040.0,1022040.0,1022040.0,1022040.0,1022040.0,153.1155253662767,False,False,
620,68066,94.0,2376246.0,11295.0,ificom-2022.xlsx,2022,1061730.0,1023932.0,1022986.0,1022986.0,1022040.0,1023932.0,153.1155253662767,False,False,
621,68066,,,,,2023,1171135.75,1061730.0,1035900.6666666666,1023932.0,1022040.0,1061730.0,,False,True,
622,68066,,,,,2024,1310612.75,1171135.75,1069709.4375,1042831.0,1022040.0,1171135.75,,False,True,
623,68066,,,,,2025,1337912.0,1310612.75,1117890.1,1061730.0,1022040.0,1310612.75,,False,True,
624,68066,,,,,2026,1367306.25,1337912.0,1154560.4166666667,1116432.875,1022040.0,1337912.0,,False,True,
1533,68066,,,,,2027,1409844.75,1367306.25,1184952.6785714286,1171135.75,1022040.0,1367306.25,,False,True,
625,68224,81.0,2249483.0,9727.0,ificom-2020.xlsx,2020,787887.0,,,,,,153.26175344725814,False,False,
626,68224,84.0,2275915.0,9669.0,ificom-2021.xlsx,2021,812196.0,787887.0,787887.0,787887.0,787887.0,787887.0,153.26175344725814,False,False,
627,68224,90.0,2317745.0,10136.0,ificom-2022.xlsx,2022,912240.0,812196.0,800041.5,800041.5,787887.0,812196.0,153.26175344725814,False,False,
628,68224,,,,,2023,983844.4375,912240.0,837441.0,812196.0,787887.0,912240.0,,False,True,
629,68224,,,,,2024,1043099.625,983844.4375,874041.859375,862218.0,787887.0,983844.4375,,False,True,
630,68224,,,,,2025,1080896.25,1043099.625,907853.4125,912240.0,787887.0,1043099.625,,False,True,
631,68224,,,,,2026,1164471.375,1080896.25,936693.8854166666,948042.21875,787887.0,1080896.25,,False,True,
1534,68224,,,,,2027,1241552.875,1164471.375,969233.5267857143,983844.4375,787887.0,1164471.375,,False,True,
632,69029,63.0,1977913.0,7230.0,ificom-2020.xlsx,2020,455490.0,,,,,,43.337552879830426,False,False,
633,69029,66.0,2042233.0,7487.0,ificom-2021.xlsx,2021,494142.0,455490.0,455490.0,455490.0,455490.0,455490.0,43.337552879830426,False,False,
634,69029,70.0,2030115.0,7342.0,ificom-2022.xlsx,2022,513940.0,494142.0,474816.0,474816.0,455490.0,494142.0,43.337552879830426,False,False,
635,69029,,,,,2023,582692.3125,513940.0,487857.3333333333,494142.0,455490.0,513940.0,,False,True,
636,69029,,,,,2024,638396.9375,582692.3125,511566.078125,504041.0,455490.0,582692.3125,,False,True,
637,69029,,,,,2025,637321.0,638396.9375,536932.25,513940.0,455490.0,638396.9375,,False,True,
638,69029,,,,,2026,657579.8125,637321.0,553663.7083333334,548316.15625,455490.0,638396.9375,,False,True,
1535,69029,,,,,2027,687820.5,657579.8125,568508.8660714285,582692.3125,455490.0,657579.8125,,False,True,
639,69034,214.0,2267262.0,9309.0,ificom-2020.xlsx,2020,1992126.0,,,,,,45.817559998038064,False,False,
640,69034,232.0,2407934.0,10606.0,ificom-2021.xlsx,2021,2460592.0,1992126.0,1992126.0,1992126.0,1992126.0,1992126.0,45.817559998038064,False,False,
641,69034,267.0,2433972.0,9534.0,ificom-2022.xlsx,2022,2545578.0,2460592.0,2226359.0,2226359.0,1992126.0,2460592.0,45.817559998038064,False,False,
642,69034,,,,,2023,2668157.75,2545578.0,2332765.3333333335,2460592.0,1992126.0,2545578.0,,False,True,
643,69034,,,,,2024,2681595.5,2668157.75,2416613.4375,2503085.0,1992126.0,2668157.75,,False,True,
644,69034,,,,,2025,2681595.5,2681595.5,2469609.85,2545578.0,1992126.0,2681595.5,,False,True,
645,69034,,,,,2026,2681595.5,2681595.5,2504940.7916666665,2606867.875,1992126.0,2681595.5,,False,True,
1536,69034,,,,,2027,2689108.5,2681595.5,2530177.1785714286,2668157.75,1992126.0,2681595.5,,False,True,
646,69202,170.0,2285840.0,9486.0,ificom-2020.xlsx,2020,1612620.0,,,,,,44.20409307857536,False,False,
647,69202,189.0,2252613.0,9028.0,ificom-2021.xlsx,2021,1706292.0,1612620.0,1612620.0,1612620.0,1612620.0,1612620.0,44.20409307857536,False,False,
648,69202,210.0,2307658.0,9841.0,ificom-2022.xlsx,2022,2066610.0,1706292.0,1659456.0,1659456.0,1612620.0,1706292.0,44.20409307857536,False,False,
649,69202,,,,,2023,2014843.375,2066610.0,1795174.0,1706292.0,1612620.0,2066610.0,,False,True,
650,69202,,,,,2024,2103969.0,2014843.375,1850091.34375,1860567.6875,1612620.0,2066610.0,,False,True,
651,69202,,,,,2025,2128454.25,2103969.0,1900866.875,2014843.375,1612620.0,2103969.0,,False,True,
652,69202,,,,,2026,2145468.25,2128454.25,1938798.1041666667,2040726.6875,1612620.0,2128454.25,,False,True,
1537,69202,,,,,2027,2141327.0,2145468.25,1968322.4107142857,2066610.0,1612620.0,2145468.25,,False,True,
653,69204,63.0,2131247.0,7620.0,ificom-2020.xlsx,2020,480060.0,,,,,,44.38258681842653,False,False,
654,69204,68.0,2191812.0,7998.0,ificom-2021.xlsx,2021,543864.0,480060.0,480060.0,480060.0,480060.0,480060.0,44.38258681842653,False,False,
655,69204,78.0,2178521.0,8276.0,ificom-2022.xlsx,2022,645528.0,543864.0,511962.0,511962.0,480060.0,543864.0,44.38258681842653,False,False,
656,69204,,,,,2023,660240.1875,645528.0,556484.0,543864.0,480060.0,645528.0,,False,True,
657,69204,,,,,2024,690480.8125,660240.1875,582423.046875,594696.0,480060.0,660240.1875,,False,True,
658,69204,,,,,2025,707006.5625,690480.8125,604034.6,645528.0,480060.0,690480.8125,,False,True,
659,69204,,,,,2026,747009.5,707006.5625,621196.59375,652884.09375,480060.0,707006.5625,,False,True,
1538,69204,,,,,2027,751598.125,747009.5,639169.8660714285,660240.1875,480060.0,747009.5,,False,True,
660,69244,108.0,2151524.0,7976.0,ificom-2020.xlsx,2020,861408.0,,,,,,46.54556281558804,False,False,
661,69244,126.0,2191385.0,8551.0,ificom-2021.xlsx,2021,1077426.0,861408.0,861408.0,861408.0,861408.0,861408.0,46.54556281558804,False,False,
662,69244,142.0,2190777.0,8590.0,ificom-2022.xlsx,2022,1219780.0,1077426.0,969417.0,969417.0,861408.0,1077426.0,46.54556281558804,False,False,
663,69244,,,,,2023,1285466.125,1219780.0,1052871.3333333333,1077426.0,861408.0,1219780.0,,False,True,
664,69244,,,,,2024,1362347.5,1285466.125,1111020.03125,1148603.0,861408.0,1285466.125,,False,True,
665,69244,,,,,2025,1387770.375,1362347.5,1161285.525,1219780.0,861408.0,1362347.5,,False,True,
666,69244,,,,,2026,1391017.375,1387770.375,1199033.0,1252623.0625,861408.0,1387770.375,,False,True,
1539,69244,,,,,2027,1387497.5,1391017.375,1226459.3392857143,1285466.125,861408.0,1391017.375,,False,True,
667,69266,89.0,2047425.0,7667.0,ificom-2020.xlsx,2020,682363.0,,,,,,44.128671246311946,False,False,
668,69266,96.0,2076969.0,7655.0,ificom-2021.xlsx,2021,734880.0,682363.0,682363.0,682363.0,682363.0,682363.0,44.128671246311946,False,False,
669,69266,89.0,2261237.0,9103.0,ificom-2022.xlsx,2022,810167.0,734880.0,708621.5,708621.5,682363.0,734880.0,44.128671246311946,False,False,
670,69266,,,,,2023,887700.125,810167.0,742470.0,734880.0,682363.0,810167.0,,False,True,
671,69266,,,,,2024,955011.4375,887700.125,778777.53125,772523.5,682363.0,887700.125,,False,True,
672,69266,,,,,2025,1009219.5,955011.4375,814024.3125,810167.0,682363.0,955011.4375,,False,True,
673,69266,,,,,2026,1028064.375,1009219.5,846556.84375,848933.5625,682363.0,1009219.5,,False,True,
1540,69266,,,,,2027,1037005.875,1028064.375,872486.4910714285,887700.125,682363.0,1028064.375,,False,True,
674,72181,158.0,2173667.0,8726.0,ificom-2020.xlsx,2020,1378708.0,,,,,,116.02630971826079,False,False,
675,72181,163.0,2218842.0,9019.0,ificom-2021.xlsx,2021,1470097.0,1378708.0,1378708.0,1378708.0,1378708.0,1378708.0,116.02630971826079,False,False,
676,72181,173.0,2216505.0,9133.0,ificom-2022.xlsx,2022,1580009.0,1470097.0,1424402.5,1424402.5,1378708.0,1470097.0,116.02630971826079,False,False,
677,72181,,,,,2023,1669164.375,1580009.0,1476271.3333333333,1470097.0,1378708.0,1580009.0,,False,True,
678,72181,,,,,2024,1729736.125,1669164.375,1524494.59375,1525053.0,1378708.0,1669164.375,,False,True,
679,72181,,,,,2025,1752460.5,1729736.125,1565542.9,1580009.0,1378708.0,1729736.125,,False,True,
680,72181,,,,,2026,1708322.0,1752460.5,1596695.8333333333,1624586.6875,1378708.0,1752460.5,,False,True,
1541,72181,,,,,2027,1728688.875,1708322.0,1612642.4285714286,1669164.375,1378708.0,1752460.5,,False,True,
681,73008,67.0,2052633.0000000002,7639.0,ificom-2020.xlsx,2020,511813.0,,,,,,68.75213593728874,False,False,
682,73008,78.0,1997463.0,7330.0,ificom-2021.xlsx,2021,571740.0,511813.0,511813.0,511813.0,511813.0,511813.0,68.75213593728874,False,False,
683,73008,91.0,2137414.0,8716.0,ificom-2022.xlsx,2022,793156.0,571740.0,541776.5,541776.5,511813.0,571740.0,68.75213593728874,False,False,
684,73008,,,,,2023,795122.0625,793156.0,625569.6666666666,571740.0,511813.0,793156.0,,False,True,
685,73008,,,,,2024,824386.25,795122.0625,667957.765625,682448.0,511813.0,795122.0625,,False,True,
686,73008,,,,,2025,868556.625,824386.25,699243.4625,793156.0,511813.0,824386.25,,False,True,
687,73008,,,,,2026,922014.125,868556.625,727462.3229166666,794139.03125,511813.0,868556.625,,False,True,
1542,73008,,,,,2027,949290.5625,922014.125,755255.4375,795122.0625,511813.0,922014.125,,False,True,
688,73065,110.0,2084616.0,8125.0,ificom-2020.xlsx,2020,893750.0,,,,,,71.08444618887206,False,False,
689,73065,117.0,1999840.0,6548.0,ificom-2021.xlsx,2021,766116.0,893750.0,893750.0,893750.0,893750.0,893750.0,71.08444618887206,False,False,
690,73065,124.0,2058732.0,7479.0,ificom-2022.xlsx,2022,927396.0,766116.0,829933.0,829933.0,766116.0,893750.0,71.08444618887206,False,False,
691,73065,,,,,2023,1029602.0,927396.0,862420.6666666666,893750.0,766116.0,927396.0,,False,True,
692,73065,,,,,2024,1058846.5,1029602.0,904216.0,910573.0,766116.0,1029602.0,,False,True,
693,73065,,,,,2025,1115071.25,1058846.5,935142.1,927396.0,766116.0,1058846.5,,False,True,
694,73065,,,,,2026,1164471.375,1115071.25,965130.2916666666,978499.0,766116.0,1115071.25,,False,True,
1543,73065,,,,,2027,1258738.125,1164471.375,993607.5892857143,1029602.0,766116.0,1164471.375,,False,True,
695,74010,507.0,2005704.9999999998,7509.0,ificom-2020.xlsx,2020,3807063.0,,,,,,81.9755356833383,False,False,
696,74010,552.0,2033965.0,7710.0,ificom-2021.xlsx,2021,4255920.0,3807063.0,3807063.0,3807063.0,3807063.0,3807063.0,81.9755356833383,False,False,
697,74010,622.0,2045690.0,7767.0,ificom-2022.xlsx,2022,4831074.0,4255920.0,4031491.5,4031491.5,3807063.0,4255920.0,81.9755356833383,False,False,
698,74010,,,,,2023,5065009.5,4831074.0,4298019.0,4255920.0,3807063.0,4831074.0,,False,True,
699,74010,,,,,2024,4978293.0,5065009.5,4489766.625,4543497.0,3807063.0,5065009.5,,False,True,
700,74010,,,,,2025,5157054.5,4978293.0,4587471.9,4831074.0,3807063.0,5065009.5,,False,True,
701,74010,,,,,2026,5251493.0,5157054.5,4682402.333333333,4904683.5,3807063.0,5157054.5,,False,True,
1544,74010,,,,,2027,5126126.5,5251493.0,4763701.0,4978293.0,3807063.0,5251493.0,,False,True,
702,74281,90.0,2140392.0,8866.0,ificom-2020.xlsx,2020,797940.0,,,,,,120.86961939944695,False,False,
703,74281,94.0,2182223.0,9198.0,ificom-2021.xlsx,2021,864612.0,797940.0,797940.0,797940.0,797940.0,797940.0,120.86961939944695,False,False,
704,74281,102.0,2127144.0,8641.0,ificom-2022.xlsx,2022,881382.0,864612.0,831276.0,831276.0,797940.0,864612.0,120.86961939944695,False,False,
705,74281,,,,,2023,993786.5625,881382.0,847978.0,864612.0,797940.0,881382.0,,False,True,
706,74281,,,,,2024,1043099.625,993786.5625,884430.140625,872997.0,797940.0,993786.5625,,False,True,
707,74281,,,,,2025,1107560.375,1043099.625,916164.0375,881382.0,797940.0,1043099.625,,False,True,
708,74281,,,,,2026,1164471.375,1107560.375,948063.4270833334,937584.28125,797940.0,1107560.375,,False,True,
1545,74281,,,,,2027,1258738.125,1164471.375,978978.8482142857,993786.5625,797940.0,1164471.375,,False,True,
709,75101,539.0,2805955.0,13503.0,ificom-2020.xlsx,2020,7278117.0,,,,,,1.9105214145257807,False,False,
710,75101,572.0,2847199.0,13625.0,ificom-2021.xlsx,2021,7793500.0,7278117.0,7278117.0,7278117.0,7278117.0,7278117.0,1.9105214145257807,False,False,
711,75101,589.0,2832589.0,14142.0,ificom-2022.xlsx,2022,8329638.0,7793500.0,7535808.5,7535808.5,7278117.0,7793500.0,1.9105214145257807,False,False,
712,75101,,,,,2023,8275229.521280582,8329638.0,7800418.333333333,7793500.0,7278117.0,8329638.0,,False,True,True
713,75101,,,,,2024,8502738.767907642,8275229.521280582,7188666.0,7535808.5,5353409.0,8329638.0,,False,True,True
