,Commune_Code_INSEE,Number_of_Taxpayers,Average_Assets_in_Euro,Average_Tax_in_Euro,Source_File,Year,total_tax_per_city,total_tax_per_city_lag1,mean,median,min,max,mean_distance_to_10_nearest,to_be_predicted,predicted,Prophet
732,75104,954.0,2831332.0,14004.0,ificom-2022.xlsx,2022,13359816.0,13021008.0,12218616.0,12218616.0,11416224.0,13021008.0,2.0880825018065083,False,False,
733,75104,,,,,2023,12124342.579842,13359816.0,12599016.0,13021008.0,11416224.0,13359816.0,,False,True,True
734,75104,,,,,2024,12311575.91990034,12124342.579842,10787614.25,12218616.0,5353409.0,13359816.0,,False,True,True
735,75104,,,,,2025,14219834.401633924,12311575.91990034,9700773.2,11416224.0,5353409.0,13359816.0,,False,True,True
736,75104,,,,,2026,14455649.152277622,14219834.401633924,8976212.5,8384816.5,5353409.0,13359816.0,,False,True,True
1549,75104,,,,,2027,14666885.482340328,14455649.152277622,8458669.142857144,5353409.0,5353409.0,13359816.0,,False,True,True
737,75105,1663.0,2450633.0,10562.0,ificom-2020.xlsx,2020,17564606.0,,,,,,2.3314913110741964,False,False,
738,75105,1721.0,2490447.0,11052.0,ificom-2021.xlsx,2021,19020492.0,17564606.0,17564606.0,17564606.0,17564606.0,17564606.0,2.3314913110741964,False,False,
739,75105,1782.0,2524413.0,10874.0,ificom-2022.xlsx,2022,19377468.0,19020492.0,18292549.0,18292549.0,17564606.0,19020492.0,2.3314913110741964,False,False,
740,75105,,,,,2023,18159770.371976014,19377468.0,18654188.666666668,19020492.0,17564606.0,19377468.0,,False,True,True
741,75105,,,,,2024,18288353.563609563,18159770.371976014,15328993.75,18292549.0,5353409.0,19377468.0,,False,True,True
742,75105,,,,,2025,20201233.765225586,18288353.563609563,13333876.8,17564606.0,5353409.0,19377468.0,,False,True,True
743,75105,,,,,2026,20399047.877444405,20201233.765225586,12003798.833333334,11459007.5,5353409.0,19377468.0,,False,True,True
1550,75105,,,,,2027,20561358.914279148,20399047.877444405,11053743.142857144,5353409.0,5353409.0,19377468.0,,False,True,True
744,75106,2739.0,2884566.0,14491.0,ificom-2020.xlsx,2020,39690849.0,,,,,,2.2652616830373744,False,False,
745,75106,2816.0,2969480.0,14784.0,ificom-2021.xlsx,2021,41631744.0,39690849.0,39690849.0,39690849.0,39690849.0,39690849.0,2.2652616830373744,False,False,
746,75106,2899.0,3057838.0,15912.0,ificom-2022.xlsx,2022,46128888.0,41631744.0,40661296.5,40661296.5,39690849.0,41631744.0,2.2652616830373744,False,False,
747,75106,,,,,2023,54477464.37173136,46128888.0,42483827.0,41631744.0,39690849.0,46128888.0,,False,True,True
748,75106,,,,,2024,59630182.904739834,54477464.37173136,33201222.5,40661296.5,5353409.0,46128888.0,,False,True,True
749,75106,,,,,2025,60261509.660327375,59630182.904739834,27631659.8,39690849.0,5353409.0,46128888.0,,False,True,True
750,75106,,,,,2026,65189878.52100554,60261509.660327375,23918618.0,22522129.0,5353409.0,46128888.0,,False,True,True
1551,75106,,,,,2027,70229477.25734623,65189878.52100554,21266445.285714287,5353409.0,5353409.0,46128888.0,,False,True,True
751,75107,4166.0,3265347.0,17139.0,ificom-2020.xlsx,2020,71401074.0,,,,,,2.6268531363421785,False,False,
752,75107,4318.0,3273652.0,17507.0,ificom-2021.xlsx,2021,75595226.0,71401074.0,71401074.0,71401074.0,71401074.0,71401074.0,2.6268531363421785,False,False,
753,75107,4417.0,3395137.0,18722.0,ificom-2022.xlsx,2022,82695074.0,75595226.0,73498150.0,73498150.0,71401074.0,75595226.0,2.6268531363421785,False,False,
754,75107,,,,,2023,99782862.87914947,82695074.0,76563791.33333333,75595226.0,71401074.0,82695074.0,,False,True,True
755,75107,,,,,2024,110524403.27706431,99782862.87914947,58761195.75,73498150.0,5353409.0,82695074.0,,False,True,True
756,75107,,,,,2025,107426633.11593649,110524403.27706431,48079638.4,71401074.0,5353409.0,82695074.0,,False,True,True
757,75107,,,,,2026,116880645.26863712,107426633.11593649,40958600.166666664,38377241.5,5353409.0,82695074.0,,False,True,True
1552,75107,,,,,2027,126970437.28322233,116880645.26863712,35872144.28571428,5353409.0,5353409.0,82695074.0,,False,True,True
758,75108,2169.0,2907868.0,14370.0,ificom-2020.xlsx,2020,31168530.0,,,,,,2.6475894891020597,False,False,
759,75108,2268.0,2901255.0,14124.0,ificom-2021.xlsx,2021,32033232.0,31168530.0,31168530.0,31168530.0,31168530.0,31168530.0,2.6475894891020597,False,False,
760,75108,2344.0,2932880.0,14311.0,ificom-2022.xlsx,2022,33544984.0,32033232.0,31600881.0,31600881.0,31168530.0,32033232.0,2.6475894891020597,False,False,
761,75108,,,,,2023,39151328.021946795,33544984.0,32248915.333333332,32033232.0,31168530.0,33544984.0,,False,True,True
762,75108,,,,,2024,42363502.77638902,39151328.021946795,25525038.75,31600881.0,5353409.0,33544984.0,,False,True,True
763,75108,,,,,2025,39826772.35115745,42363502.77638902,21490712.8,31168530.0,5353409.0,33544984.0,,False,True,True
764,75108,,,,,2026,42488949.586963356,39826772.35115745,18801162.166666668,18260969.5,5353409.0,33544984.0,,False,True,True
1553,75108,,,,,2027,45428302.95360485,42488949.586963356,16880054.57142857,5353409.0,5353409.0,33544984.0,,False,True,True
765,75109,1183.0,2282679.0,9293.0,ificom-2020.xlsx,2020,10993619.0,,,,,,2.19481766072515,False,False,
766,75109,1321.0,2252104.0,8893.0,ificom-2021.xlsx,2021,11747653.0,10993619.0,10993619.0,10993619.0,10993619.0,10993619.0,2.19481766072515,False,False,
767,75109,1403.0,2278963.0,9133.0,ificom-2022.xlsx,2022,12813599.0,11747653.0,11370636.0,11370636.0,10993619.0,11747653.0,2.19481766072515,False,False,
768,75109,,,,,2023,13940111.443249324,12813599.0,11851623.666666666,11747653.0,10993619.0,12813599.0,,False,True,True
769,75109,,,,,2024,14875828.631493319,13940111.443249324,10227070.0,11370636.0,5353409.0,12813599.0,,False,True,True
770,75109,,,,,2025,15890345.371317785,14875828.631493319,9252337.8,10993619.0,5353409.0,12813599.0,,False,True,True
771,75109,,,,,2026,16872751.89707381,15890345.371317785,8602516.333333334,8173514.0,5353409.0,12813599.0,,False,True,True
1554,75109,,,,,2027,17832217.736277148,16872751.89707381,8138358.142857143,5353409.0,5353409.0,12813599.0,,False,True,True
772,75110,593.0,2143113.0,8192.0,ificom-2020.xlsx,2020,4857856.0,,,,,,2.2736660953500483,False,False,
773,75110,637.0,2178027.0,8359.0,ificom-2021.xlsx,2021,5324683.0,4857856.0,4857856.0,4857856.0,4857856.0,4857856.0,2.2736660953500483,False,False,
774,75110,714.0,2183052.0,8458.0,ificom-2022.xlsx,2022,6039012.0,5324683.0,5091269.5,5091269.5,4857856.0,5324683.0,2.2736660953500483,False,False,
775,75110,,,,,2023,7224435.127254832,6039012.0,5407183.666666667,5324683.0,4857856.0,6039012.0,,False,True,True
776,75110,,,,,2024,8050480.989471182,7224435.127254832,5393740.0,5339046.0,4857856.0,6039012.0,,False,True,True
777,75110,,,,,2025,8293731.177736834,8050480.989471182,5385673.8,5353409.0,4857856.0,6039012.0,,False,True,True
778,75110,,,,,2026,9082573.631704245,8293731.177736834,5380296.333333333,5353409.0,4857856.0,6039012.0,,False,True,True
1555,75110,,,,,2027,9890042.224955373,9082573.631704245,5376455.285714285,5353409.0,4857856.0,6039012.0,,False,True,True
779,75111,1085.0,2237693.0,8773.0,ificom-2020.xlsx,2020,9518705.0,,,,,,2.573868740071929,False,False,
780,75111,1181.0,2247914.0,8977.0,ificom-2021.xlsx,2021,10601837.0,9518705.0,9518705.0,9518705.0,9518705.0,9518705.0,2.573868740071929,False,False,
781,75111,1275.0,2249877.0,8816.0,ificom-2022.xlsx,2022,11240400.0,10601837.0,10060271.0,10060271.0,9518705.0,10601837.0,2.573868740071929,False,False,
782,75111,,,,,2023,11537843.643833287,11240400.0,10453647.333333334,10601837.0,9518705.0,11240400.0,,False,True,True
783,75111,,,,,2024,12227327.179281887,11537843.643833287,9178587.75,10060271.0,5353409.0,11240400.0,,False,True,True
784,75111,,,,,2025,13208535.39732175,12227327.179281887,8413552.0,9518705.0,5353409.0,11240400.0,,False,True,True
785,75111,,,,,2026,13881624.02330343,13208535.39732175,7903528.166666667,7436057.0,5353409.0,11240400.0,,False,True,True
1556,75111,,,,,2027,14562992.623917293,13881624.02330343,7539225.428571428,5353409.0,5353409.0,11240400.0,,False,True,True
786,75112,1161.0,2249229.0,8950.0,ificom-2020.xlsx,2020,10390950.0,,,,,,3.2156602626139934,False,False,
787,75112,1202.0,2232977.0,8928.0,ificom-2021.xlsx,2021,10731456.0,10390950.0,10390950.0,10390950.0,10390950.0,10390950.0,3.2156602626139934,False,False,
788,75112,1269.0,2230613.0,8981.0,ificom-2022.xlsx,2022,11396889.0,10731456.0,10561203.0,10561203.0,10390950.0,10731456.0,3.2156602626139934,False,False,
789,75112,,,,,2023,12396465.182647482,11396889.0,10839765.0,10731456.0,10390950.0,11396889.0,,False,True,True
790,75112,,,,,2024,13077228.979430484,12396465.182647482,9468176.0,10561203.0,5353409.0,11396889.0,,False,True,True
791,75112,,,,,2025,13387010.513299255,13077228.979430484,8645222.6,10390950.0,5353409.0,11396889.0,,False,True,True
792,75112,,,,,2026,14054858.61416157,13387010.513299255,8096587.0,7872179.5,5353409.0,11396889.0,,False,True,True
1557,75112,,,,,2027,14728199.771964123,14054858.61416157,7704704.428571428,5353409.0,5353409.0,11396889.0,,False,True,True
793,75113,1006.0,2182279.0,8641.0,ificom-2020.xlsx,2020,8692846.0,,,,,,3.3280768406511916,False,False,
794,75113,1074.0,2174380.0,8576.0,ificom-2021.xlsx,2021,9210624.0,8692846.0,8692846.0,8692846.0,8692846.0,8692846.0,3.3280768406511916,False,False,
795,75113,1135.0,2191950.0,8705.0,ificom-2022.xlsx,2022,9880175.0,9210624.0,8951735.0,8951735.0,8692846.0,9210624.0,3.3280768406511916,False,False,
796,75113,,,,,2023,10214239.19619045,9880175.0,9261215.0,9210624.0,8692846.0,9880175.0,,False,True,True
797,75113,,,,,2024,10650589.324393589,10214239.19619045,8284263.5,8951735.0,5353409.0,9880175.0,,False,True,True
798,75113,,,,,2025,11635058.02554999,10650589.324393589,7698092.6,8692846.0,5353409.0,9880175.0,,False,True,True
799,75113,,,,,2026,12141499.927677186,11635058.02554999,7307312.0,7023127.5,5353409.0,9880175.0,,False,True,True
1558,75113,,,,,2027,12611899.756701108,12141499.927677186,7028183.0,5353409.0,5353409.0,9880175.0,,False,True,True
800,75114,1793.0,2343339.0,10084.0,ificom-2020.xlsx,2020,18080612.0,,,,,,2.7882513479226905,False,False,
801,75114,1897.0,2377354.0,10282.0,ificom-2021.xlsx,2021,19504954.0,18080612.0,18080612.0,18080612.0,18080612.0,18080612.0,2.7882513479226905,False,False,
802,75114,1944.0,2400093.0,10387.0,ificom-2022.xlsx,2022,20192328.0,19504954.0,18792783.0,18792783.0,18080612.0,19504954.0,2.7882513479226905,False,False,
803,75114,,,,,2023,20630854.940199465,20192328.0,19259298.0,19504954.0,18080612.0,20192328.0,,False,True,True
804,75114,,,,,2024,21573582.544322554,20630854.940199465,15782825.75,18792783.0,5353409.0,20192328.0,,False,True,True
805,75114,,,,,2025,22486956.45043133,21573582.544322554,13696942.4,18080612.0,5353409.0,20192328.0,,False,True,True
806,75114,,,,,2026,23336351.18284117,22486956.45043133,12306353.5,11717010.5,5353409.0,20192328.0,,False,True,True
1559,75114,,,,,2027,24231424.745995738,23336351.18284117,11313075.714285715,5353409.0,5353409.0,20192328.0,,False,True,True
807,75115,3239.0,2276721.0,9289.0,ificom-2020.xlsx,2020,30087071.0,,,,,,2.9869756021802454,False,False,
808,75115,3423.0,2276440.0,9305.0,ificom-2021.xlsx,2021,31851015.0,30087071.0,30087071.0,30087071.0,30087071.0,30087071.0,2.9869756021802454,False,False,
809,75115,3602.0,2291263.0,9442.0,ificom-2022.xlsx,2022,34010084.0,31851015.0,30969043.0,30969043.0,30087071.0,31851015.0,2.9869756021802454,False,False,
810,75115,,,,,2023,36600520.877603,34010084.0,31982723.333333332,31851015.0,30087071.0,34010084.0,,False,True,True
811,75115,,,,,2024,38758737.17615602,36600520.877603,25325394.75,30969043.0,5353409.0,34010084.0,,False,True,True
812,75115,,,,,2025,40524321.206678405,38758737.17615602,21330997.6,30087071.0,5353409.0,34010084.0,,False,True,True
813,75115,,,,,2026,42696615.882666245,40524321.206678405,18668066.166666668,17720240.0,5353409.0,34010084.0,,False,True,True
1560,75115,,,,,2027,44863600.24932049,42696615.882666245,16765972.285714285,5353409.0,5353409.0,34010084.0,,False,True,True
814,75116,9030.0,2881886.0,14188.0,ificom-2020.xlsx,2020,128117640.0,,,,,,3.582051233876092,False,False,
815,75116,9460.0,2898599.0,13790.0,ificom-2021.xlsx,2021,130453400.0,128117640.0,128117640.0,128117640.0,128117640.0,128117640.0,3.582051233876092,False,False,
816,75116,9670.0,2950290.0,14342.0,ificom-2022.xlsx,2022,138687140.0,130453400.0,129285520.0,129285520.0,128117640.0,130453400.0,3.582051233876092,False,False,
817,75116,,,,,2023,162245152.55499864,138687140.0,132419393.33333333,130453400.0,128117640.0,138687140.0,,False,True,True
818,75116,,,,,2024,175432162.1881502,162245152.55499864,100652897.25,129285520.0,5353409.0,138687140.0,,False,True,True
819,75116,,,,,2025,167849430.22145557,175432162.1881502,81592999.6,128117640.0,5353409.0,138687140.0,,False,True,True
820,75116,,,,,2026,179214193.69733644,167849430.22145557,68886401.16666667,66735524.5,5353409.0,138687140.0,,False,True,True
1561,75116,,,,,2027,191470383.81374246,179214193.69733644,59810259.428571425,5353409.0,5353409.0,138687140.0,,False,True,True
821,75117,3746.0,2465934.0,10332.0,ificom-2020.xlsx,2020,38703672.0,,,,,,2.761404022192309,False,False,
822,75117,3933.0,2474270.0,10393.0,ificom-2021.xlsx,2021,40875669.0,38703672.0,38703672.0,38703672.0,38703672.0,38703672.0,2.761404022192309,False,False,
823,75117,4084.0,2513268.0,10763.0,ificom-2022.xlsx,2022,43956092.0,40875669.0,39789670.5,39789670.5,38703672.0,40875669.0,2.761404022192309,False,False,
824,75117,,,,,2023,48682269.96869643,43956092.0,41178477.666666664,40875669.0,38703672.0,43956092.0,,False,True,True
825,75117,,,,,2024,52164067.95248827,48682269.96869643,32222210.5,39789670.5,5353409.0,43956092.0,,False,True,True
826,75117,,,,,2025,53533525.98261188,52164067.95248827,26848450.2,38703672.0,5353409.0,43956092.0,,False,True,True
827,75117,,,,,2026,56857846.54270782,53533525.98261188,23265943.333333332,22028540.5,5353409.0,43956092.0,,False,True,True
1562,75117,,,,,2027,60257919.96312596,56857846.54270782,20707009.85714286,5353409.0,5353409.0,43956092.0,,False,True,True
828,75118,823.0,2598371.0,11427.0,ificom-2020.xlsx,2020,9404421.0,,,,,,3.057313438912426,False,False,
829,75118,875.0,2521034.0,11273.0,ificom-2021.xlsx,2021,9863875.0,9404421.0,9404421.0,9404421.0,9404421.0,9404421.0,3.057313438912426,False,False,
830,75118,948.0,2547934.0,11627.0,ificom-2022.xlsx,2022,11022396.0,9863875.0,9634148.0,9634148.0,9404421.0,9863875.0,3.057313438912426,False,False,
831,75118,,,,,2023,13065868.480268778,11022396.0,10096897.333333334,9863875.0,9404421.0,11022396.0,,False,True,True
832,75118,,,,,2024,14302996.51107451,13065868.480268778,8911025.25,9634148.0,5353409.0,11022396.0,,False,True,True
833,75118,,,,,2025,14605071.358348187,14302996.51107451,8199502.0,9404421.0,5353409.0,11022396.0,,False,True,True
834,75118,,,,,2026,15826358.364982266,14605071.358348187,7725153.166666667,7378915.0,5353409.0,11022396.0,,False,True,True
1563,75118,,,,,2027,17056881.605224997,15826358.364982266,7386332.571428572,5353409.0,5353409.0,11022396.0,,False,True,True
835,75119,498.0,2258958.0,8891.0,ificom-2020.xlsx,2020,4427718.0,,,,,,3.249187458157728,False,False,
836,75119,541.0,2275077.0,8813.0,ificom-2021.xlsx,2021,4767833.0,4427718.0,4427718.0,4427718.0,4427718.0,4427718.0,3.249187458157728,False,False,
837,75119,594.0,2385687.0,9972.0,ificom-2022.xlsx,2022,5923368.0,4767833.0,4597775.5,4597775.5,4427718.0,4767833.0,3.249187458157728,False,False,
838,75119,,,,,2023,5179804.0,5923368.0,5039639.666666667,4767833.0,4427718.0,5923368.0,,False,True,
839,75119,,,,,2024,5179804.0,5179804.0,5074680.75,4973818.5,4427718.0,5923368.0,,False,True,
840,75119,,,,,2025,5312808.5,5179804.0,5095705.4,5179804.0,4427718.0,5923368.0,,False,True,
841,75119,,,,,2026,5312808.5,5312808.5,5131889.25,5179804.0,4427718.0,5923368.0,,False,True,
1564,75119,,,,,2027,5312808.5,5312808.5,5157734.857142857,5179804.0,4427718.0,5923368.0,,False,True,
842,75120,510.0,2155114.0,8655.0,ificom-2020.xlsx,2020,4414050.0,,,,,,2.943743735697552,False,False,
843,75120,556.0,2222816.0,8489.0,ificom-2021.xlsx,2021,4719884.0,4414050.0,4414050.0,4414050.0,4414050.0,4414050.0,2.943743735697552,False,False,
844,75120,599.0,2216894.0,8527.0,ificom-2022.xlsx,2022,5107673.0,4719884.0,4566967.0,4566967.0,4414050.0,4719884.0,2.943743735697552,False,False,
845,75120,,,,,2023,5114237.0,5107673.0,4747202.333333333,4719884.0,4414050.0,5107673.0,,False,True,
846,75120,,,,,2024,5114237.0,5114237.0,4838961.0,4913778.5,4414050.0,5114237.0,,False,True,
847,75120,,,,,2025,5247241.5,5114237.0,4894016.2,5107673.0,4414050.0,5114237.0,,False,True,
848,75120,,,,,2026,5247241.5,5247241.5,4952887.083333333,5110955.0,4414050.0,5247241.5,,False,True,
1565,75120,,,,,2027,5247241.5,5247241.5,4994937.714285715,5114237.0,4414050.0,5247241.5,,False,True,
849,76351,96.0,2184636.0,9070.0,ificom-2020.xlsx,2020,870720.0,,,,,,136.62689101335377,False,False,
850,76351,112.0,2192983.0,9209.0,ificom-2021.xlsx,2021,1031408.0,870720.0,870720.0,870720.0,870720.0,870720.0,136.62689101335377,False,False,
851,76351,118.0,2164953.0,8925.0,ificom-2022.xlsx,2022,1053150.0,1031408.0,951064.0,951064.0,870720.0,1031408.0,136.62689101335377,False,False,
852,76351,,,,,2023,1140293.0,1053150.0,985092.6666666666,1031408.0,870720.0,1053150.0,,False,True,
853,76351,,,,,2024,1296382.25,1140293.0,1023892.75,1042279.0,870720.0,1140293.0,,False,True,
854,76351,,,,,2025,1320954.75,1296382.25,1078390.65,1053150.0,870720.0,1296382.25,,False,True,
855,76351,,,,,2026,1323277.125,1320954.75,1118818.0,1096721.5,870720.0,1320954.75,,False,True,
1566,76351,,,,,2027,1459872.5,1323277.125,1148026.4464285714,1140293.0,870720.0,1323277.125,,False,True,
856,76540,152.0,2145965.0,8751.0,ificom-2020.xlsx,2020,1330152.0,,,,,,92.98018562975541,False,False,
857,76540,166.0,2168910.0,8814.0,ificom-2021.xlsx,2021,1463124.0,1330152.0,1330152.0,1330152.0,1330152.0,1330152.0,92.98018562975541,False,False,
858,76540,197.0,2156208.0,8387.0,ificom-2022.xlsx,2022,1652239.0,1463124.0,1396638.0,1396638.0,1330152.0,1463124.0,92.98018562975541,False,False,
859,76540,,,,,2023,1695428.875,1652239.0,1481838.3333333333,1463124.0,1330152.0,1652239.0,,False,True,
860,76540,,,,,2024,1718513.875,1695428.875,1535235.96875,1557681.5,1330152.0,1695428.875,,False,True,
861,76540,,,,,2025,1723901.25,1718513.875,1571891.55,1652239.0,1330152.0,1718513.875,,False,True,
862,76540,,,,,2026,1724167.375,1723901.25,1597226.5,1673833.9375,1330152.0,1723901.25,,False,True,
1567,76540,,,,,2027,1724167.375,1724167.375,1615360.9107142857,1695428.875,1330152.0,1724167.375,,False,True,
863,77284,53.0,2100117.0,7635.0,ificom-2020.xlsx,2020,404655.0,,,,,,32.111492747694896,False,False,
864,77284,59.0,2080362.0,7457.0,ificom-2021.xlsx,2021,439963.0,404655.0,404655.0,404655.0,404655.0,404655.0,32.111492747694896,False,False,
865,77284,61.0,2127553.0,7920.0,ificom-2022.xlsx,2022,483120.0,439963.0,422309.0,422309.0,404655.0,439963.0,32.111492747694896,False,False,
866,77284,,,,,2023,563307.5625,483120.0,442579.3333333333,439963.0,404655.0,483120.0,,False,True,
867,77284,,,,,2024,624229.375,563307.5625,472761.390625,461541.5,404655.0,563307.5625,,False,True,
868,77284,,,,,2025,642838.0625,624229.375,503054.9875,483120.0,404655.0,624229.375,,False,True,
869,77284,,,,,2026,645518.5625,642838.0625,526352.1666666666,523213.78125,404655.0,642838.0625,,False,True,
1568,77284,,,,,2027,660592.75,645518.5625,543375.9375,563307.5625,404655.0,645518.5625,,False,True,
870,78126,195.0,2290647.0,7477.0,ificom-2020.xlsx,2020,1458015.0,,,,,,5.653979942751764,False,False,
871,78126,205.0,2081858.0,7169.0,ificom-2021.xlsx,2021,1469645.0,1458015.0,1458015.0,1458015.0,1458015.0,1458015.0,5.653979942751764,False,False,
872,78126,217.0,2133828.0,7671.0,ificom-2022.xlsx,2022,1664607.0,1469645.0,1463830.0,1463830.0,1458015.0,1469645.0,5.653979942751764,False,False,
873,78126,,,,,2023,1752965.125,1664607.0,1530755.6666666667,1469645.0,1458015.0,1664607.0,,False,True,
874,78126,,,,,2024,1755088.625,1752965.125,1586308.03125,1567126.0,1458015.0,1752965.125,,False,True,
875,78126,,,,,2025,1756510.5,1755088.625,1620064.15,1664607.0,1458015.0,1755088.625,,False,True,
876,78126,,,,,2026,1782750.75,1756510.5,1642805.2083333333,1708786.0625,1458015.0,1756510.5,,False,True,
1569,78126,,,,,2027,1804015.0,1782750.75,1662797.4285714286,1752965.125,1458015.0,1782750.75,,False,True,
877,78146,222.0,2097904.0,7571.0,ificom-2020.xlsx,2020,1680762.0,,,,,,5.886226242179714,False,False,
878,78146,242.0,2093601.0,7388.0,ificom-2021.xlsx,2021,1787896.0,1680762.0,1680762.0,1680762.0,1680762.0,1680762.0,5.886226242179714,False,False,
879,78146,272.0,2122436.0,7476.0,ificom-2022.xlsx,2022,2033472.0,1787896.0,1734329.0,1734329.0,1680762.0,1787896.0,5.886226242179714,False,False,
880,78146,,,,,2023,2091106.625,2033472.0,1834043.3333333333,1787896.0,1680762.0,2033472.0,,False,True,
881,78146,,,,,2024,2148700.75,2091106.625,1898309.15625,1910684.0,1680762.0,2091106.625,,False,True,
882,78146,,,,,2025,2174609.5,2148700.75,1948387.475,2033472.0,1680762.0,2148700.75,,False,True,
883,78146,,,,,2026,2203203.75,2174609.5,1986091.1458333333,2062289.3125,1680762.0,2174609.5,,False,True,
1570,78146,,,,,2027,2218461.25,2203203.75,2017107.232142857,2091106.625,1680762.0,2203203.75,,False,True,
884,78158,320.0,2043637.0,7073.0,ificom-2020.xlsx,2020,2263360.0,,,,,,5.9469031963820305,False,False,
885,78158,355.0,2140067.0,7867.0,ificom-2021.xlsx,2021,2792785.0,2263360.0,2263360.0,2263360.0,2263360.0,2263360.0,5.9469031963820305,False,False,
886,78158,379.0,2146550.0,7995.0,ificom-2022.xlsx,2022,3030105.0,2792785.0,2528072.5,2528072.5,2263360.0,2792785.0,5.9469031963820305,False,False,
887,78158,,,,,2023,3275267.75,3030105.0,2695416.6666666665,2792785.0,2263360.0,3030105.0,,False,True,
888,78158,,,,,2024,3201718.0,3275267.75,2840379.4375,2911445.0,2263360.0,3275267.75,,False,True,
889,78158,,,,,2025,3276581.25,3201718.0,2912647.15,3030105.0,2263360.0,3275267.75,,False,True,
890,78158,,,,,2026,3225633.25,3276581.25,2973302.8333333335,3115911.5,2263360.0,3276581.25,,False,True,
1571,78158,,,,,2027,3380382.0,3225633.25,3009350.035714286,3201718.0,2263360.0,3276581.25,,False,True,
891,78358,240.0,2142351.0,8090.999999999999,ificom-2020.xlsx,2020,1941839.9999999998,,,,,,8.22613940678092,False,False,
892,78358,257.0,2136473.0,8198.0,ificom-2021.xlsx,2021,2106886.0,1941839.9999999998,1941839.9999999998,1941839.9999999998,1941839.9999999998,1941839.9999999998,8.22613940678092,False,False,
893,78358,301.0,2131771.0,8021.0,ificom-2022.xlsx,2022,2414321.0,2106886.0,2024363.0,2024363.0,1941839.9999999998,2106886.0,8.22613940678092,False,False,
894,78358,,,,,2023,2505890.25,2414321.0,2154349.0,2106886.0,1941839.9999999998,2414321.0,,False,True,
895,78358,,,,,2024,2521255.5,2505890.25,2242234.3125,2260603.5,1941839.9999999998,2505890.25,,False,True,
896,78358,,,,,2025,2603752.75,2521255.5,2298038.55,2414321.0,1941839.9999999998,2521255.5,,False,True,
897,78358,,,,,2026,2658127.25,2603752.75,2348990.9166666665,2460105.625,1941839.9999999998,2603752.75,,False,True,
1572,78358,,,,,2027,2671565.25,2658127.25,2393153.25,2505890.25,1941839.9999999998,2658127.25,,False,True,
898,78517,80.0,2105455.0,8385.0,ificom-2020.xlsx,2020,670800.0,,,,,,30.73787225051991,False,False,
899,78517,82.0,2108517.0,7890.0,ificom-2021.xlsx,2021,646980.0,670800.0,670800.0,670800.0,670800.0,670800.0,30.73787225051991,False,False,
900,78517,91.0,2117592.0,8080.0,ificom-2022.xlsx,2022,735280.0,646980.0,658890.0,658890.0,646980.0,670800.0,30.73787225051991,False,False,
901,78517,,,,,2023,791300.875,735280.0,684353.3333333334,670800.0,646980.0,735280.0,,False,True,
902,78517,,,,,2024,866070.1875,791300.875,711090.21875,703040.0,646980.0,791300.875,,False,True,
903,78517,,,,,2025,926937.125,866070.1875,742086.2125,735280.0,646980.0,866070.1875,,False,True,
904,78517,,,,,2026,962752.8125,926937.125,772894.6979166666,763290.4375,646980.0,926937.125,,False,True,
1573,78517,,,,,2027,995288.0625,962752.8125,800017.2857142857,791300.875,646980.0,962752.8125,,False,True,
905,78551,612.0,2183282.0,7928.0,ificom-2020.xlsx,2020,4851936.0,,,,,,9.888678580112853,False,False,
906,78551,651.0,2213228.0,8133.0,ificom-2021.xlsx,2021,5294583.0,4851936.0,4851936.0,4851936.0,4851936.0,4851936.0,9.888678580112853,False,False,
907,78551,688.0,2246020.0,8564.0,ificom-2022.xlsx,2022,5892032.0,5294583.0,5073259.5,5073259.5,4851936.0,5294583.0,9.888678580112853,False,False,
908,78551,,,,,2023,5353409.0,5892032.0,5346183.666666667,5294583.0,4851936.0,5892032.0,,False,True,
909,78551,,,,,2024,5353409.0,5353409.0,5347990.0,5323996.0,4851936.0,5892032.0,,False,True,
910,78551,,,,,2025,5353409.0,5353409.0,5349073.8,5353409.0,4851936.0,5892032.0,,False,True,
911,78551,,,,,2026,5353409.0,5353409.0,5349796.333333333,5353409.0,4851936.0,5892032.0,,False,True,
1574,78551,,,,,2027,5353409.0,5353409.0,5350312.428571428,5353409.0,4851936.0,5892032.0,,False,True,
912,78646,1230.0,2251628.0,8412.0,ificom-2020.xlsx,2020,10346760.0,,,,,,7.541108332974713,False,False,
913,78646,1366.0,2294023.0,9001.0,ificom-2021.xlsx,2021,12295366.0,10346760.0,10346760.0,10346760.0,10346760.0,10346760.0,7.541108332974713,False,False,
914,78646,1488.0,2304291.0,8441.0,ificom-2022.xlsx,2022,12560208.0,12295366.0,11321063.0,11321063.0,10346760.0,12295366.0,7.541108332974713,False,False,
915,78646,,,,,2023,11169579.536824176,12560208.0,11734111.333333334,12295366.0,10346760.0,12560208.0,,False,True,True
916,78646,,,,,2024,11464196.059041124,11169579.536824176,10138935.75,11321063.0,5353409.0,12560208.0,,False,True,True
917,78646,,,,,2025,13353021.793346083,11464196.059041124,9181830.4,10346760.0,5353409.0,12560208.0,,False,True,True
918,78646,,,,,2026,13626337.420717375,13353021.793346083,8543760.166666666,7850084.5,5353409.0,12560208.0,,False,True,True
1575,78646,,,,,2027,13908919.713935226,13626337.420717375,8087995.714285715,5353409.0,5353409.0,12560208.0,,False,True,True
